geo_code,pos,ws,maps,country,prov,city,district
wqqk,"[110.21484375, 35.947265625]","110.21484375,35.947265625","中国,陕西省,延安市,宜川县",中国,陕西省,延安市,宜川县
wx24,"[112.67578125, 41.220703125]","112.67578125,41.220703125","中国,内蒙古自治区,乌兰察布市,察哈尔右翼中旗",中国,内蒙古自治区,乌兰察布市,察哈尔右翼中旗
wmv3,"[108.80859375, 32.607421875]","108.80859375,32.607421875","中国,陕西省,安康市,汉滨区",中国,陕西省,安康市,汉滨区
wmwz,"[110.91796875, 32.255859375]","110.91796875,32.255859375","中国,湖北省,十堰市,房县",中国,湖北省,十堰市,房县
wmef,"[106.69921875, 31.376953125]","106.69921875,31.376953125","中国,四川省,南充市,仪陇县",中国,四川省,南充市,仪陇县
ww9k,"[114.43359375, 37.353515625]","114.43359375,37.353515625","中国,河北省,邢台市,内丘县",中国,河北省,邢台市,内丘县
wwgx,"[117.59765625, 39.287109375]","117.59765625,39.287109375","中国,天津市,[],宁河区",中国,天津市,[],宁河区
wsb4,"[112.67578125, 27.158203125]","112.67578125,27.158203125","中国,湖南省,衡阳市,衡山县",中国,湖南省,衡阳市,衡山县
wj0p,"[90.17578125, 29.443359375]","90.17578125,29.443359375","中国,西藏自治区,拉萨市,尼木县",中国,西藏自治区,拉萨市,尼木县
wmn0,"[109.86328125, 28.212890625]","109.86328125,28.212890625","中国,湖南省,湘西土家族苗族自治州,泸溪县",中国,湖南省,湘西土家族苗族自治州,泸溪县
wwsh,"[118.30078125, 37.353515625]","118.30078125,37.353515625","中国,山东省,东营市,东营区",中国,山东省,东营市,东营区
tzvj,"[85.95703125, 44.560546875]","85.95703125,44.560546875","中国,新疆维吾尔自治区,塔城地区,沙湾县",中国,新疆维吾尔自治区,塔城地区,沙湾县
wkp8,"[111.97265625, 22.587890625]","111.97265625,22.587890625","中国,广东省,阳江市,阳春市",中国,广东省,阳江市,阳春市
w7qs,"[110.56640625, 19.072265625]","110.56640625,19.072265625","中国,海南省,[],万宁市",中国,海南省,[],万宁市
wxv2,"[120.05859375, 43.681640625]","120.05859375,43.681640625","中国,内蒙古自治区,赤峰市,阿鲁科尔沁旗",中国,内蒙古自治区,赤峰市,阿鲁科尔沁旗
wz2z,"[124.98046875, 42.099609375]","124.98046875,42.099609375","中国,辽宁省,抚顺市,清原满族自治县",中国,辽宁省,抚顺市,清原满族自治县
wwh6,"[118.65234375, 34.189453125]","118.65234375,34.189453125","中国,江苏省,宿迁市,沭阳县",中国,江苏省,宿迁市,沭阳县
ww6b,"[116.54296875, 35.244140625]","116.54296875,35.244140625","中国,山东省,济宁市,任城区",中国,山东省,济宁市,任城区
wrnh,"[109.86328125, 40.166015625]","109.86328125,40.166015625","中国,内蒙古自治区,鄂尔多斯市,达拉特旗",中国,内蒙古自治区,鄂尔多斯市,达拉特旗
ww1u,"[115.13671875, 34.541015625]","115.13671875,34.541015625","中国,河南省,商丘市,民权县",中国,河南省,商丘市,民权县
wsg8,"[117.59765625, 26.806640625]","117.59765625,26.806640625","中国,福建省,三明市,将乐县",中国,福建省,三明市,将乐县
wkjw,"[109.16015625, 23.642578125]","109.16015625,23.642578125","中国,广西壮族自治区,来宾市,兴宾区",中国,广西壮族自治区,来宾市,兴宾区
y8ry,"[123.57421875, 47.548828125]","123.57421875,47.548828125","中国,黑龙江省,齐齐哈尔市,龙江县",中国,黑龙江省,齐齐哈尔市,龙江县
wt6y,"[116.54296875, 30.673828125]","116.54296875,30.673828125","中国,安徽省,安庆市,潜山县",中国,安徽省,安庆市,潜山县
wssj,"[118.30078125, 26.279296875]","118.30078125,26.279296875","中国,福建省,三明市,尤溪县",中国,福建省,三明市,尤溪县
wwh1,"[118.30078125, 34.013671875]","118.30078125,34.013671875","中国,江苏省,宿迁市,宿豫区",中国,江苏省,宿迁市,宿豫区
wwdg,"[116.54296875, 37.177734375]","116.54296875,37.177734375","中国,山东省,德州市,平原县",中国,山东省,德州市,平原县
ybj1,"[130.95703125, 45.263671875]","130.95703125,45.263671875","中国,黑龙江省,鸡西市,鸡冠区",中国,黑龙江省,鸡西市,鸡冠区
wqqc,"[110.91796875, 35.419921875]","110.91796875,35.419921875","中国,山西省,运城市,万荣县",中国,山西省,运城市,万荣县
wq69,"[104.94140625, 35.419921875]","104.94140625,35.419921875","中国,甘肃省,定西市,安定区",中国,甘肃省,定西市,安定区
wnzk,"[100.37109375, 38.759765625]","100.37109375,38.759765625","中国,甘肃省,张掖市,甘州区",中国,甘肃省,张掖市,甘州区
wwd8,"[116.19140625, 36.650390625]","116.19140625,36.650390625","中国,山东省,聊城市,茌平县",中国,山东省,聊城市,茌平县
wtdv,"[116.54296875, 31.904296875]","116.54296875,31.904296875","中国,安徽省,六安市,金安区",中国,安徽省,六安市,金安区
wxye,"[121.81640625, 44.208984375]","121.81640625,44.208984375","中国,内蒙古自治区,通辽市,科尔沁左翼中旗",中国,内蒙古自治区,通辽市,科尔沁左翼中旗
wqm4,"[108.45703125, 35.595703125]","108.45703125,35.595703125","中国,甘肃省,庆阳市,正宁县",中国,甘肃省,庆阳市,正宁县
ww76,"[117.24609375, 35.595703125]","117.24609375,35.595703125","中国,山东省,济宁市,泗水县",中国,山东省,济宁市,泗水县
wxhh,"[118.30078125, 40.166015625]","118.30078125,40.166015625","中国,河北省,唐山市,迁西县",中国,河北省,唐山市,迁西县
wxt3,"[120.05859375, 42.451171875]","120.05859375,42.451171875","中国,内蒙古自治区,赤峰市,敖汉旗",中国,内蒙古自治区,赤峰市,敖汉旗
y8rf,"[123.57421875, 46.845703125]","123.57421875,46.845703125","中国,黑龙江省,齐齐哈尔市,泰来县",中国,黑龙江省,齐齐哈尔市,泰来县
wecn,"[114.08203125, 22.236328125]","114.08203125,22.236328125","中国,[],[],[]",中国,[],[],[]
wx22,"[113.02734375, 40.869140625]","113.02734375,40.869140625","中国,内蒙古自治区,乌兰察布市,察哈尔右翼前旗",中国,内蒙古自治区,乌兰察布市,察哈尔右翼前旗
ws83,"[113.02734375, 25.576171875]","113.02734375,25.576171875","中国,湖南省,郴州市,苏仙区",中国,湖南省,郴州市,苏仙区
urvz,"[19.51171875, 89.912109375]","19.51171875,89.912109375","[],[],[],[]",[],[],[],[]
wsez,"[117.94921875, 26.630859375]","117.94921875,26.630859375","中国,福建省,南平市,延平区",中国,福建省,南平市,延平区
tzmb,"[87.01171875, 40.869140625]","87.01171875,40.869140625","中国,新疆维吾尔自治区,巴音郭楞蒙古自治州,尉犁县",中国,新疆维吾尔自治区,巴音郭楞蒙古自治州,尉犁县
wt4k,"[115.83984375, 28.916015625]","115.83984375,28.916015625","中国,江西省,南昌市,新建区",中国,江西省,南昌市,新建区
wzcf,"[126.38671875, 44.033203125]","126.38671875,44.033203125","中国,吉林省,吉林市,昌邑区",中国,吉林省,吉林市,昌邑区
wz6z,"[127.79296875, 42.099609375]","127.79296875,42.099609375","中国,吉林省,白山市,抚松县",中国,吉林省,白山市,抚松县
wmv5,"[108.45703125, 32.958984375]","108.45703125,32.958984375","中国,陕西省,安康市,汉阴县",中国,陕西省,安康市,汉阴县
uzgr,"[38.49609375, 89.912109375]","38.49609375,89.912109375","[],[],[],[]",[],[],[],[]
wmvw,"[109.16015625, 33.486328125]","109.16015625,33.486328125","中国,陕西省,商洛市,镇安县",中国,陕西省,商洛市,镇安县
wt1e,"[114.78515625, 28.740234375]","114.78515625,28.740234375","中国,江西省,九江市,修水县",中国,江西省,九江市,修水县
wx09,"[113.37890625, 39.638671875]","113.37890625,39.638671875","中国,山西省,朔州市,应县",中国,山西省,朔州市,应县
wqjv,"[109.51171875, 34.716796875]","109.51171875,34.716796875","中国,陕西省,渭南市,临渭区",中国,陕西省,渭南市,临渭区
wtwh,"[121.11328125, 31.728515625]","121.11328125,31.728515625","中国,江苏省,苏州市,太仓市",中国,江苏省,苏州市,太仓市
wkww,"[110.56640625, 26.455078125]","110.56640625,26.455078125","中国,湖南省,邵阳市,新宁县",中国,湖南省,邵阳市,新宁县
wm6v,"[105.29296875, 30.498046875]","105.29296875,30.498046875","中国,四川省,遂宁市,大英县",中国,四川省,遂宁市,大英县
tzmj,"[85.95703125, 41.748046875]","85.95703125,41.748046875","中国,新疆维吾尔自治区,巴音郭楞蒙古自治州,库尔勒市",中国,新疆维吾尔自治区,巴音郭楞蒙古自治州,库尔勒市
wt5t,"[117.59765625, 29.091796875]","117.59765625,29.091796875","中国,江西省,上饶市,婺源县",中国,江西省,上饶市,婺源县
wxuu,"[119.35546875, 44.384765625]","119.35546875,44.384765625","中国,内蒙古自治区,赤峰市,巴林左旗",中国,内蒙古自治区,赤峰市,巴林左旗
yb8m,"[124.27734375, 48.779296875]","124.27734375,48.779296875","中国,内蒙古自治区,呼伦贝尔市,莫力达瓦达斡尔族自治旗",中国,内蒙古自治区,呼伦贝尔市,莫力达瓦达斡尔族自治旗
ws5x,"[117.59765625, 23.818359375]","117.59765625,23.818359375","中国,福建省,漳州市,漳浦县",中国,福建省,漳州市,漳浦县
ws65,"[115.48828125, 24.521484375]","115.48828125,24.521484375","中国,广东省,河源市,龙川县",中国,广东省,河源市,龙川县
yb8k,"[124.27734375, 48.603515625]","124.27734375,48.603515625","中国,内蒙古自治区,呼伦贝尔市,莫力达瓦达斡尔族自治旗",中国,内蒙古自治区,呼伦贝尔市,莫力达瓦达斡尔族自治旗
wk7d,"[106.34765625, 24.345703125]","106.34765625,24.345703125","中国,广西壮族自治区,百色市,田林县",中国,广西壮族自治区,百色市,田林县
wtex,"[117.59765625, 32.255859375]","117.59765625,32.255859375","中国,安徽省,滁州市,定远县",中国,安徽省,滁州市,定远县
wmz9,"[111.97265625, 32.607421875]","111.97265625,32.607421875","中国,河南省,南阳市,邓州市",中国,河南省,南阳市,邓州市
wmx6,"[111.62109375, 31.376953125]","111.62109375,31.376953125","中国,湖北省,襄阳市,南漳县",中国,湖北省,襄阳市,南漳县
wqhu,"[108.10546875, 34.541015625]","108.10546875,34.541015625","中国,陕西省,咸阳市,永寿县",中国,陕西省,咸阳市,永寿县
y8v4,"[119.70703125, 49.658203125]","119.70703125,49.658203125","中国,内蒙古自治区,呼伦贝尔市,陈巴尔虎旗",中国,内蒙古自治区,呼伦贝尔市,陈巴尔虎旗
wtuh,"[118.30078125, 33.134765625]","118.30078125,33.134765625","中国,江苏省,淮安市,盱眙县",中国,江苏省,淮安市,盱眙县
y8yk,"[121.46484375, 50.009765625]","121.46484375,50.009765625","中国,内蒙古自治区,呼伦贝尔市,牙克石市",中国,内蒙古自治区,呼伦贝尔市,牙克石市
wtv9,"[120.41015625, 32.607421875]","120.41015625,32.607421875","中国,江苏省,南通市,海安县",中国,江苏省,南通市,海安县
ws9s,"[114.78515625, 26.103515625]","114.78515625,26.103515625","中国,江西省,赣州市,赣县区",中国,江西省,赣州市,赣县区
ws33,"[114.43359375, 24.169921875]","114.43359375,24.169921875","中国,广东省,河源市,连平县",中国,广东省,河源市,连平县
ybjk,"[131.30859375, 45.791015625]","131.30859375,45.791015625","中国,黑龙江省,七台河市,茄子河区",中国,黑龙江省,七台河市,茄子河区
tz7j,"[83.14453125, 41.748046875]","83.14453125,41.748046875","中国,新疆维吾尔自治区,阿克苏地区,库车县",中国,新疆维吾尔自治区,阿克苏地区,库车县
wxuv,"[119.35546875, 44.560546875]","119.35546875,44.560546875","中国,内蒙古自治区,赤峰市,巴林左旗",中国,内蒙古自治区,赤峰市,巴林左旗
wx4t,"[116.19140625, 40.341796875]","116.19140625,40.341796875","中国,北京市,[],昌平区",中国,北京市,[],昌平区
wknh,"[109.86328125, 23.291015625]","109.86328125,23.291015625","中国,广西壮族自治区,贵港市,桂平市",中国,广西壮族自治区,贵港市,桂平市
wxy4,"[121.11328125, 44.033203125]","121.11328125,44.033203125","中国,内蒙古自治区,通辽市,开鲁县",中国,内蒙古自治区,通辽市,开鲁县
wrp0,"[111.26953125, 39.462890625]","111.26953125,39.462890625","中国,内蒙古自治区,鄂尔多斯市,准格尔旗",中国,内蒙古自治区,鄂尔多斯市,准格尔旗
ws4f,"[116.54296875, 22.939453125]","116.54296875,22.939453125","中国,[],[],[]",中国,[],[],[]
y9nf,"[122.16796875, 51.064453125]","122.16796875,51.064453125","中国,内蒙古自治区,呼伦贝尔市,根河市",中国,内蒙古自治区,呼伦贝尔市,根河市
y8ys,"[121.81640625, 50.009765625]","121.81640625,50.009765625","中国,内蒙古自治区,呼伦贝尔市,牙克石市",中国,内蒙古自治区,呼伦贝尔市,牙克石市
wtfm,"[115.83984375, 33.310546875]","115.83984375,33.310546875","中国,安徽省,阜阳市,太和县",中国,安徽省,阜阳市,太和县
wkzb,"[112.32421875, 26.806640625]","112.32421875,26.806640625","中国,湖南省,衡阳市,衡南县",中国,湖南省,衡阳市,衡南县
wx53,"[117.24609375, 39.638671875]","117.24609375,39.638671875","中国,天津市,[],宝坻区",中国,天津市,[],宝坻区
ww04,"[112.67578125, 34.189453125]","112.67578125,34.189453125","中国,河南省,平顶山市,汝州市",中国,河南省,平顶山市,汝州市
wxyf,"[122.16796875, 44.033203125]","122.16796875,44.033203125","中国,内蒙古自治区,通辽市,科尔沁左翼中旗",中国,内蒙古自治区,通辽市,科尔沁左翼中旗
wm1f,"[103.88671875, 28.564453125]","103.88671875,28.564453125","中国,云南省,昭通市,绥江县",中国,云南省,昭通市,绥江县
wj72,"[94.74609375, 29.619140625]","94.74609375,29.619140625","中国,西藏自治区,林芝市,巴宜区",中国,西藏自治区,林芝市,巴宜区
ws8j,"[112.67578125, 26.279296875]","112.67578125,26.279296875","中国,湖南省,衡阳市,耒阳市",中国,湖南省,衡阳市,耒阳市
wt5n,"[116.89453125, 29.267578125]","116.89453125,29.267578125","中国,江西省,上饶市,鄱阳县",中国,江西省,上饶市,鄱阳县
tzt2,"[86.30859375, 42.275390625]","86.30859375,42.275390625","中国,新疆维吾尔自治区,巴音郭楞蒙古自治州,和静县",中国,新疆维吾尔自治区,巴音郭楞蒙古自治州,和静县
wk8b,"[102.48046875, 25.400390625]","102.48046875,25.400390625","中国,云南省,昆明市,富民县",中国,云南省,昆明市,富民县
wqkc,"[108.10546875, 35.419921875]","108.10546875,35.419921875","中国,甘肃省,庆阳市,宁县",中国,甘肃省,庆阳市,宁县
y8j4,"[119.70703125, 45.439453125]","119.70703125,45.439453125","中国,内蒙古自治区,通辽市,扎鲁特旗",中国,内蒙古自治区,通辽市,扎鲁特旗
wkst,"[107.75390625, 26.279296875]","107.75390625,26.279296875","中国,贵州省,黔南布依族苗族自治州,都匀市",中国,贵州省,黔南布依族苗族自治州,都匀市
wwxh,"[122.51953125, 37.353515625]","122.51953125,37.353515625","中国,山东省,威海市,荣成市",中国,山东省,威海市,荣成市
w7tc,"[109.51171875, 19.951171875]","109.51171875,19.951171875","中国,[],[],[]",中国,[],[],[]
wtg8,"[117.59765625, 32.431640625]","117.59765625,32.431640625","中国,安徽省,滁州市,定远县",中国,安徽省,滁州市,定远县
wknu,"[110.91796875, 23.291015625]","110.91796875,23.291015625","中国,广西壮族自治区,梧州市,藤县",中国,广西壮族自治区,梧州市,藤县
wzc0,"[125.33203125, 43.681640625]","125.33203125,43.681640625","中国,吉林省,长春市,南关区",中国,吉林省,长春市,南关区
wsbw,"[113.37890625, 27.861328125]","113.37890625,27.861328125","中国,湖南省,长沙市,浏阳市",中国,湖南省,长沙市,浏阳市
wxz4,"[122.51953125, 44.033203125]","122.51953125,44.033203125","中国,内蒙古自治区,通辽市,科尔沁左翼中旗",中国,内蒙古自治区,通辽市,科尔沁左翼中旗
wkvs,"[109.16015625, 27.509765625]","109.16015625,27.509765625","中国,贵州省,铜仁市,玉屏侗族自治县",中国,贵州省,铜仁市,玉屏侗族自治县
ww3h,"[114.08203125, 35.947265625]","114.08203125,35.947265625","中国,河南省,鹤壁市,鹤山区",中国,河南省,鹤壁市,鹤山区
wt1t,"[114.78515625, 29.091796875]","114.78515625,29.091796875","中国,江西省,九江市,修水县",中国,江西省,九江市,修水县
wtdu,"[116.54296875, 31.728515625]","116.54296875,31.728515625","中国,安徽省,六安市,金安区",中国,安徽省,六安市,金安区
wtf1,"[115.48828125, 32.607421875]","115.48828125,32.607421875","中国,安徽省,阜阳市,阜南县",中国,安徽省,阜阳市,阜南县
wxkj,"[118.30078125, 41.748046875]","118.30078125,41.748046875","中国,内蒙古自治区,赤峰市,喀喇沁旗",中国,内蒙古自治区,赤峰市,喀喇沁旗
wke5,"[105.64453125, 25.927734375]","105.64453125,25.927734375","中国,贵州省,安顺市,关岭布依族苗族自治县",中国,贵州省,安顺市,关岭布依族苗族自治县
ww3j,"[114.08203125, 36.123046875]","114.08203125,36.123046875","中国,河南省,安阳市,安阳县",中国,河南省,安阳市,安阳县
wkub,"[108.10546875, 26.806640625]","108.10546875,26.806640625","中国,贵州省,黔东南苗族侗族自治州,黄平县",中国,贵州省,黔东南苗族侗族自治州,黄平县
wqmp,"[108.45703125, 36.474609375]","108.45703125,36.474609375","中国,陕西省,延安市,志丹县",中国,陕西省,延安市,志丹县
ws3g,"[115.13671875, 24.521484375]","115.13671875,24.521484375","中国,广东省,河源市,和平县",中国,广东省,河源市,和平县
vb7c,"[84.19921875, 46.669921875]","84.19921875,46.669921875","中国,新疆维吾尔自治区,塔城地区,额敏县",中国,新疆维吾尔自治区,塔城地区,额敏县
wwdw,"[116.19140625, 37.705078125]","116.19140625,37.705078125","中国,河北省,衡水市,景县",中国,河北省,衡水市,景县
tzmq,"[86.30859375, 41.923828125]","86.30859375,41.923828125","中国,新疆维吾尔自治区,巴音郭楞蒙古自治州,焉耆回族自治县",中国,新疆维吾尔自治区,巴音郭楞蒙古自治州,焉耆回族自治县
wwsb,"[119.35546875, 36.650390625]","119.35546875,36.650390625","中国,山东省,潍坊市,坊子区",中国,山东省,潍坊市,坊子区
wm66,"[104.58984375, 29.970703125]","104.58984375,29.970703125","中国,四川省,资阳市,雁江区",中国,四川省,资阳市,雁江区
y8md,"[120.41015625, 46.845703125]","120.41015625,46.845703125","中国,内蒙古自治区,兴安盟,阿尔山市",中国,内蒙古自治区,兴安盟,阿尔山市
wm6f,"[105.29296875, 29.970703125]","105.29296875,29.970703125","中国,四川省,资阳市,安岳县",中国,四川省,资阳市,安岳县
wq61,"[104.23828125, 35.419921875]","104.23828125,35.419921875","中国,甘肃省,定西市,临洮县",中国,甘肃省,定西市,临洮县
wmrs,"[111.97265625, 30.322265625]","111.97265625,30.322265625","中国,湖北省,宜昌市,枝江市",中国,湖北省,宜昌市,枝江市
wq36,"[103.18359375, 35.595703125]","103.18359375,35.595703125","中国,甘肃省,临夏回族自治州,临夏市",中国,甘肃省,临夏回族自治州,临夏市
w7z7,"[111.62109375, 21.708984375]","111.62109375,21.708984375","中国,广东省,阳江市,阳西县",中国,广东省,阳江市,阳西县
tvps,"[89.47265625, 28.916015625]","89.47265625,28.916015625","中国,西藏自治区,日喀则市,江孜县",中国,西藏自治区,日喀则市,江孜县
wt44,"[115.48828125, 28.564453125]","115.48828125,28.564453125","中国,江西省,宜春市,高安市",中国,江西省,宜春市,高安市
yb8q,"[124.27734375, 48.955078125]","124.27734375,48.955078125","中国,内蒙古自治区,呼伦贝尔市,莫力达瓦达斡尔族自治旗",中国,内蒙古自治区,呼伦贝尔市,莫力达瓦达斡尔族自治旗
wq76,"[105.99609375, 35.595703125]","105.99609375,35.595703125","中国,宁夏回族自治区,固原市,隆德县",中国,宁夏回族自治区,固原市,隆德县
wwj3,"[120.05859375, 34.013671875]","120.05859375,34.013671875","中国,江苏省,盐城市,滨海县",中国,江苏省,盐城市,滨海县
wm1n,"[102.83203125, 29.267578125]","102.83203125,29.267578125","中国,四川省,雅安市,汉源县",中国,四川省,雅安市,汉源县
ww1g,"[115.13671875, 34.365234375]","115.13671875,34.365234375","中国,河南省,商丘市,睢县",中国,河南省,商丘市,睢县
ybq7,"[132.71484375, 47.021484375]","132.71484375,47.021484375","中国,黑龙江省,佳木斯市,富锦市",中国,黑龙江省,佳木斯市,富锦市
wjrd,"[100.72265625, 29.970703125]","100.72265625,29.970703125","中国,四川省,甘孜藏族自治州,理塘县",中国,四川省,甘孜藏族自治州,理塘县
w7zd,"[111.97265625, 21.533203125]","111.97265625,21.533203125","中国,[],[],[]",中国,[],[],[]
wk4n,"[104.23828125, 23.642578125]","104.23828125,23.642578125","中国,云南省,文山壮族苗族自治州,砚山县",中国,云南省,文山壮族苗族自治州,砚山县
ws4x,"[116.19140625, 23.818359375]","116.19140625,23.818359375","中国,广东省,梅州市,丰顺县",中国,广东省,梅州市,丰顺县
y8rd,"[123.22265625, 46.845703125]","123.22265625,46.845703125","中国,内蒙古自治区,兴安盟,扎赉特旗",中国,内蒙古自治区,兴安盟,扎赉特旗
wxr1,"[122.51953125, 41.044921875]","122.51953125,41.044921875","中国,辽宁省,鞍山市,海城市",中国,辽宁省,鞍山市,海城市
wrhe,"[107.75390625, 39.990234375]","107.75390625,39.990234375","中国,内蒙古自治区,鄂尔多斯市,杭锦旗",中国,内蒙古自治区,鄂尔多斯市,杭锦旗
wkdb,"[105.29296875, 25.400390625]","105.29296875,25.400390625","中国,贵州省,黔西南布依族苗族自治州,兴仁县",中国,贵州省,黔西南布依族苗族自治州,兴仁县
wkx0,"[111.26953125, 25.400390625]","111.26953125,25.400390625","中国,湖南省,永州市,江永县",中国,湖南省,永州市,江永县
wt5p,"[116.89453125, 29.443359375]","116.89453125,29.443359375","中国,江西省,上饶市,鄱阳县",中国,江西省,上饶市,鄱阳县
wkr9,"[111.97265625, 24.169921875]","111.97265625,24.169921875","中国,广东省,肇庆市,怀集县",中国,广东省,肇庆市,怀集县
wmw1,"[109.86328125, 31.201171875]","109.86328125,31.201171875","中国,重庆市,[],巫山县",中国,重庆市,[],巫山县
wq6e,"[104.94140625, 35.771484375]","104.94140625,35.771484375","中国,甘肃省,白银市,会宁县",中国,甘肃省,白银市,会宁县
ws4e,"[116.19140625, 23.115234375]","116.19140625,23.115234375","中国,广东省,揭阳市,惠来县",中国,广东省,揭阳市,惠来县
wky3,"[110.21484375, 26.982421875]","110.21484375,26.982421875","中国,湖南省,邵阳市,洞口县",中国,湖南省,邵阳市,洞口县
yb61,"[126.73828125, 46.669921875]","126.73828125,46.669921875","中国,黑龙江省,绥化市,北林区",中国,黑龙江省,绥化市,北林区
wqk5,"[107.05078125, 35.771484375]","107.05078125,35.771484375","中国,甘肃省,庆阳市,镇原县",中国,甘肃省,庆阳市,镇原县
wkwq,"[110.21484375, 26.455078125]","110.21484375,26.455078125","中国,湖南省,邵阳市,城步苗族自治县",中国,湖南省,邵阳市,城步苗族自治县
wtbg,"[113.73046875, 32.958984375]","113.73046875,32.958984375","中国,河南省,驻马店市,驿城区",中国,河南省,驻马店市,驿城区
wzun,"[129.55078125, 44.736328125]","129.55078125,44.736328125","中国,黑龙江省,牡丹江市,爱民区",中国,黑龙江省,牡丹江市,爱民区
whne,"[99.31640625, 23.115234375]","99.31640625,23.115234375","中国,云南省,临沧市,沧源佤族自治县",中国,云南省,临沧市,沧源佤族自治县
ww1y,"[115.13671875, 34.892578125]","115.13671875,34.892578125","中国,河南省,开封市,兰考县",中国,河南省,开封市,兰考县
wtb4,"[112.67578125, 32.783203125]","112.67578125,32.783203125","中国,河南省,南阳市,唐河县",中国,河南省,南阳市,唐河县
wwfp,"[115.48828125, 39.287109375]","115.48828125,39.287109375","中国,河北省,保定市,易县",中国,河北省,保定市,易县
ws3f,"[115.13671875, 24.345703125]","115.13671875,24.345703125","中国,广东省,河源市,和平县",中国,广东省,河源市,和平县
ww12,"[114.43359375, 33.837890625]","114.43359375,33.837890625","中国,河南省,周口市,西华县",中国,河南省,周口市,西华县
wm74,"[105.64453125, 29.970703125]","105.64453125,29.970703125","中国,四川省,资阳市,安岳县",中国,四川省,资阳市,安岳县
yb60,"[126.73828125, 46.494140625]","126.73828125,46.494140625","中国,黑龙江省,绥化市,北林区",中国,黑龙江省,绥化市,北林区
wtfk,"[115.83984375, 33.134765625]","115.83984375,33.134765625","中国,安徽省,亳州市,利辛县",中国,安徽省,亳州市,利辛县
wk7j,"[105.64453125, 24.873046875]","105.64453125,24.873046875","中国,贵州省,黔西南布依族苗族自治州,册亨县",中国,贵州省,黔西南布依族苗族自治州,册亨县
y8p7,"[122.87109375, 45.615234375]","122.87109375,45.615234375","中国,吉林省,白城市,洮北区",中国,吉林省,白城市,洮北区
wzsq,"[129.90234375, 43.330078125]","129.90234375,43.330078125","中国,吉林省,延边朝鲜族自治州,汪清县",中国,吉林省,延边朝鲜族自治州,汪清县
wm35,"[102.83203125, 30.146484375]","102.83203125,30.146484375","中国,四川省,雅安市,天全县",中国,四川省,雅安市,天全县
wtns,"[121.81640625, 28.916015625]","121.81640625,28.916015625","中国,[],[],[]",中国,[],[],[]
yb8e,"[124.62890625, 48.427734375]","124.62890625,48.427734375","中国,黑龙江省,齐齐哈尔市,讷河市",中国,黑龙江省,齐齐哈尔市,讷河市
y8h2,"[118.65234375, 45.087890625]","118.65234375,45.087890625","中国,内蒙古自治区,锡林郭勒盟,西乌珠穆沁旗",中国,内蒙古自治区,锡林郭勒盟,西乌珠穆沁旗
wqku,"[108.10546875, 35.947265625]","108.10546875,35.947265625","中国,甘肃省,庆阳市,合水县",中国,甘肃省,庆阳市,合水县
wwek,"[117.24609375, 37.353515625]","117.24609375,37.353515625","中国,山东省,济南市,商河县",中国,山东省,济南市,商河县
ww43,"[115.83984375, 34.013671875]","115.83984375,34.013671875","中国,安徽省,亳州市,谯城区",中国,安徽省,亳州市,谯城区
wwkv,"[119.35546875, 36.123046875]","119.35546875,36.123046875","中国,山东省,潍坊市,诸城市",中国,山东省,潍坊市,诸城市
wtdt,"[116.19140625, 31.904296875]","116.19140625,31.904296875","中国,安徽省,六安市,叶集区",中国,安徽省,六安市,叶集区
y8xu,"[123.57421875, 48.603515625]","123.57421875,48.603515625","中国,内蒙古自治区,呼伦贝尔市,阿荣旗",中国,内蒙古自治区,呼伦贝尔市,阿荣旗
y8t5,"[119.70703125, 48.427734375]","119.70703125,48.427734375","中国,内蒙古自治区,呼伦贝尔市,鄂温克族自治旗",中国,内蒙古自治区,呼伦贝尔市,鄂温克族自治旗
wqj9,"[109.16015625, 34.013671875]","109.16015625,34.013671875","中国,陕西省,西安市,长安区",中国,陕西省,西安市,长安区
w7ze,"[111.97265625, 21.708984375]","111.97265625,21.708984375","中国,[],[],[]",中国,[],[],[]
w7vx,"[109.16015625, 22.412109375]","109.16015625,22.412109375","中国,广西壮族自治区,钦州市,灵山县",中国,广西壮族自治区,钦州市,灵山县
yb8t,"[124.62890625, 48.779296875]","124.62890625,48.779296875","中国,内蒙古自治区,呼伦贝尔市,莫力达瓦达斡尔族自治旗",中国,内蒙古自治区,呼伦贝尔市,莫力达瓦达斡尔族自治旗
wqvb,"[109.51171875, 38.056640625]","109.51171875,38.056640625","中国,陕西省,榆林市,横山区",中国,陕西省,榆林市,横山区
wm5v,"[106.69921875, 29.091796875]","106.69921875,29.091796875","中国,重庆市,[],綦江区",中国,重庆市,[],綦江区
wxsg,"[119.35546875, 42.802734375]","119.35546875,42.802734375","中国,内蒙古自治区,赤峰市,翁牛特旗",中国,内蒙古自治区,赤峰市,翁牛特旗
wmtv,"[109.51171875, 31.904296875]","109.51171875,31.904296875","中国,陕西省,安康市,镇坪县",中国,陕西省,安康市,镇坪县
ww0x,"[113.37890625, 35.068359375]","113.37890625,35.068359375","中国,河南省,焦作市,武陟县",中国,河南省,焦作市,武陟县
wrjp,"[108.45703125, 40.693359375]","108.45703125,40.693359375","中国,内蒙古自治区,鄂尔多斯市,杭锦旗",中国,内蒙古自治区,鄂尔多斯市,杭锦旗
